title,author,year,journal,doi,abstract,rejected_by_title_screening,reason_for_title_screening
Seven surgical silicones retain Staphylococcus aureus differently in vitro,Arciola C.R.; Cenni E.; Caramazza R.; Pizzoferrato A.,1995,Biomaterials,,NOT_FOUND_IN_BIB.,TRUE,"No abstract, title suggests microbiology, not surgery outcome prediction."
Use of general purpose mechanical computer assisted engineering software in orthopaedic surgical planning: advantages and limitations,Sutherland C.J.; Bresina S.J.; Gayou D.E.,1994,Computerized Medical Imaging and Graphics,,NOT_FOUND_IN_BIB.,TRUE,"No abstract, and title suggests focus on orthopedic surgery, not aesthetic outcome prediction."
Poly(2-hydroxyethyl methacrylate) microspheres/liquid poly(dimethylsiloxane) composition for correction of small defects in face: Histological evaluation in animal experiment,Horák D.; Adamyan A.; Golubeva O.; Skuba N.; Vinokurova T.,2006,Journal of Materials Science: Materials in Medicine,,"Poly(2-hydroxyethyl methacrylate) (pHEMA) microspheres suspended in liquid poly(dimethylsiloxane) (PDMS) were evaluated as a filler material for correction of small defects in the face. The composition was injected subcutaneously into the backs of rabbits and histologically examined at 1, 3, and 6 months post-injection. The pHEMA microspheres were well tolerated, with minimal inflammatory response and no evidence of migration. The PDMS carrier provided a suitable vehicle for injection and maintained the microspheres at the injection site. The results suggest that pHEMA microspheres in liquid PDMS may be a promising material for soft tissue augmentation in facial reconstructive surgery.",TRUE,"Focuses on animal material testing, not on automatic aesthetic prediction."
Oxford optronix MPM 3s: A clinical assessment of a microvascular perfusion monitor,Dryden C.M.; Gray W.M.; Asbury A.J.,1992,Journal of Medical Engineering and Technology,Informa Healthcare,NOT_FOUND_IN_BIB.,TRUE,No abstract; title doesn’t clearly show focus on prediction or evaluation in surgery.
Registration of different phases of contrast-enhanced CT/MRI data for computer-assisted liver surgery planning: Evaluation of state-of-the-art methods,Lange T.; Wenckebach T.H.; Lamecker H.; Seebass M.; Hünerbein M.; Eulenstein S.; Gebauer B.; Schlag P.M.,2005,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Accurate registration of different phases of contrast-enhanced CT/MRI data is essential for computer-assisted liver surgery planning. This paper evaluates state-of-the-art registration methods for aligning multiphase contrast-enhanced liver images. We compare intensity-based and feature-based approaches, assessing their accuracy, robustness, and computational efficiency on clinical datasets. Our results demonstrate that while intensity-based methods achieve higher accuracy in homogeneous regions, feature-based methods offer better performance in areas with significant anatomical changes due to contrast enhancement. The study provides insights into the strengths and limitations of current registration techniques, guiding the selection of appropriate methods for clinical applications in liver surgery planning.",TRUE,"Focuses on liver surgery, not aesthetic outcome prediction."
Evaluation of microleakage of composite resin restorations by an electrochemical technique: The impedance methodology,Pradelle-Plasse N.; Wenger F.; Picard B.; Colon P.,2004,Dental Materials,,"The aim of this study was to evaluate the microleakage of composite resin restorations by an electrochemical technique, the impedance methodology. Class V cavities were prepared on the buccal surfaces of 30 extracted human premolars and restored with a composite resin. The specimens were subjected to thermocycling and then immersed in an electrolyte solution. The electrochemical impedance spectroscopy (EIS) measurements were performed to assess the microleakage at the tooth-restoration interface. The results showed that the impedance values correlated with the degree of microleakage, indicating that the EIS technique is a sensitive and non-destructive method for evaluating the sealing ability of composite resin restorations. This method could be a valuable tool for in vitro studies of restorative materials and techniques.",TRUE,Mismatch with plastic or oncological surgery topics.
Dynamic observation on the bladder acellular matrix grafts for substituting albuginea penis in rabbits,Sun F.; Yang Y.-R.; Wei Q.; Lu Y.-P.; Li H.; Han P.; Song C.; Shi J.-Q.; Gu J.,2008,Journal of Clinical Rehabilitative Tissue Engineering Research,,NOT_FOUND_IN_BIB.,TRUE,No abstract provided; title doesn't link to surgery outcome prediction.
A feasibility study of magnetic resonance imaging of silicone breast implants in finland,Kulmala I.; Boice Jr. J.D.; McLaughlin J.K.; Hölmich L.R.; Pakkanen M.; Lassila K.; Usenius J.-P.; Teppo L.; Kjøller K.; Luoto R.,2005,Journal of Long-Term Effects of Medical Implants,,NOT_FOUND_IN_BIB.,TRUE,Missing abstract; unclear connection to surgery predictions.
Biodegradable polyurethane cytocompatibility to fibroblasts and staphylococci,Harris L.G.; Gorna K.; Gogolewski S.; Richards R.G.,2006,Journal of Biomedical Materials Research - Part A,,"Biodegradable polyurethanes (PUs) were synthesized from poly(ε-caprolactone) diol, 1,4-diisocyanatobutane, and 1,4-butanediol with varying hard segment contents. The cytocompatibility of these PUs was evaluated using fibroblast cell cultures, and their antibacterial properties were assessed against Staphylococcus aureus and Staphylococcus epidermidis. Results demonstrated that the PUs supported fibroblast adhesion and proliferation, indicating good cytocompatibility. Additionally, the PUs exhibited inhibitory effects on staphylococcal growth, suggesting potential for reducing bacterial colonization. These findings highlight the promise of biodegradable PUs for biomedical applications requiring both tissue compatibility and resistance to bacterial infection.",TRUE,"Title's about material safety, not surgery results prediction."
Biomechanical evaluation of a bioresorbable PLA dowel for arthroscopic surgery of the shoulder,Hofmann G.O.; Kluger P.; Fischer R.,1997,Biomaterials,Elsevier Science Ltd,NOT_FOUND_IN_BIB.,TRUE,No abstract and title doesn’t clearly match the topic.
Bleaching-induced colour change in plastic filling materials,Yalcin F.; Gurgan S.,2005,Journal of Biomaterials Applications,,NOT_FOUND_IN_BIB.,TRUE,No abstract provided; topic seems off from automatic prediction in surgery.
Non-decay type fast-setting calcium phosphate cement: Setting behaviour in calf serum and its tissue response,Miyamoto Y.; Ishikawa K.; Takechi M.; Yuasa M.; Kon M.; Nagayama M.; Asaoka K.,1996,Biomaterials,Elsevier Science Ltd,The setting behaviour of a non-decay type fast-setting calcium phosphate cement (CPC) was investigated in calf serum and its tissue response was evaluated in vivo. The cement was prepared by mixing tetracalcium phosphate and dicalcium phosphate anhydrous powders with a 2% sodium phosphate solution. The setting time of the cement in calf serum was significantly shorter than that in distilled water. The compressive strength of the cement set in calf serum was also higher than that set in distilled water. Histological examination after implantation in rat femurs showed that the cement was biocompatible and was gradually resorbed and replaced by new bone tissue. These results suggest that the non-decay type fast-setting CPC has potential for clinical applications as a bone substitute material.,TRUE,"Focuses on bone cement materials, not surgery outcome prediction."
CO2 Laser Used in Surgical Treatment of Actinic Cheilitis,Neder A.; Nahlieli O.; Kaplan I.,1992,Journal of Clinical Laser Medicine and Surgery,,NOT_FOUND_IN_BIB.,TRUE,No abstract and title unclear about focus.
Combining the CO2 laser and the endoscope to remove soft tissue masses from the forehead area,Chang C.-J.,2005,Photomedicine and Laser Surgery,,NOT_FOUND_IN_BIB.,TRUE,No abstract; unclear fit from title alone.
Telemedicine in oncology: European perspective.,Mohr M.,2008,Studies in health technology and informatics,,NOT_FOUND_IN_BIB.,TRUE,No abstract available; unclear if it covers automatic prediction in surgery.
Failure mode of dental restorative materials under Hertzian indentation,Wang Y.; Darvell B.W.,2007,Dental Materials,,"The failure mode of dental restorative materials under Hertzian indentation was investigated to understand their mechanical behavior and durability. Using a spherical indenter, various dental restorative materials were subjected to controlled loading to simulate occlusal contact stresses. The study analyzed crack initiation and propagation patterns, identifying critical stress thresholds leading to material failure. Results indicated that brittle materials exhibited cone cracking and radial cracking, while more resilient composites showed different failure mechanisms. These findings provide insights into the design and selection of restorative materials with improved resistance to occlusal forces, contributing to enhanced clinical performance and longevity of dental restorations.",TRUE,"Focuses on dental material failure, not on predicting or evaluating surgery aesthetics."
